step,episodeID,latent_wheel_slip,latent_speed,latent_desired_speed,latent_speed_error,weight_speed_slip,latent_accel_raw,latent_brake_raw
51,0,0.2796661555767059,0.3057005107402801,0.4912943840026855,0.1855938732624054,0.1729093790054321,0.1074050888419151,0.0
52,0,0.280689001083374,0.3063189089298248,0.4879719316959381,0.1816530227661132,0.1729093790054321,0.1051244810223579,0.0
53,0,0.2816868126392364,0.3069218397140503,0.4846964478492737,0.1777746081352234,0.1729093790054321,0.1028800010681152,0.0
54,0,0.2826579809188843,0.3075115978717804,0.4615379273891449,0.1540263295173645,0.1729093790054321,0.0891366228461265,0.0
55,0,0.2834397256374359,0.3078684210777282,0.4618538916110992,0.1539854705333709,0.1729093790054321,0.0891129821538925,0.0
56,0,0.2842297554016113,0.3082405924797058,0.462390273809433,0.1541496813297271,0.1729093790054321,0.0892080143094062,0.0
57,0,0.2850212454795837,0.3086547255516052,0.4631605446338653,0.1545058190822601,0.1729093790054321,0.0894141122698783,0.0
58,0,0.2858150005340576,0.3091125190258026,0.4641790688037872,0.1550665497779846,0.1729093790054321,0.0897386148571968,0.0
59,0,0.2866126894950866,0.3096129894256592,0.4639672338962555,0.1543542444705963,0.1729093790054321,0.0893263965845108,0.0
60,0,0.28740394115448,0.3101387917995453,0.4694340527057647,0.1592952609062194,0.1729093790054321,0.0921858102083206,0.0
61,0,0.2882348299026489,0.3107488751411438,0.4752133190631866,0.1644644439220428,0.1729093790054321,0.0951772704720497,0.0
62,0,0.2891055345535278,0.3114457428455353,0.4812879860401153,0.16984224319458,0.1729093790054321,0.0982894599437713,0.0
63,0,0.2900173664093017,0.3122275769710541,0.4876354336738586,0.1754078567028045,0.1729093790054321,0.1015103384852409,0.0
64,0,0.2909711003303528,0.3130923807621002,0.4942293465137481,0.1811369657516479,0.1729093790054321,0.1048258319497108,0.0
65,0,0.2919672131538391,0.3140381574630737,0.5010382533073425,0.1870000958442688,0.1729093790054321,0.1082188859581947,0.0
66,0,0.2930057942867279,0.3150629103183746,0.5339747667312622,0.2189118564128875,0.1729093790054321,0.126686543226242,0.0
67,0,0.2942947447299957,0.3164489269256592,0.5448442697525024,0.2283953428268432,0.1729093790054321,0.1321747452020645,0.0
68,0,0.2958613634109497,0.3176227211952209,0.5558916926383972,0.2382689714431762,0.1729093790054321,0.1378887146711349,0.0
69,0,0.2977622151374817,0.3193443119525909,0.5695907473564148,0.2502464354038238,0.1729093790054321,0.1448201984167099,0.0
70,0,0.300040602684021,0.3209003806114197,0.5827739834785461,0.2618736028671264,0.1729093790054321,0.1515489518642425,0.0
71,0,0.3020856976509094,0.3242537975311279,0.595424473285675,0.2711706757545471,0.1729093790054321,0.1569292694330215,0.0
72,0,0.3042694330215454,0.3276509344577789,0.6069989800453186,0.2793480455875397,0.1729093790054321,0.1616615951061248,0.0
73,0,0.3065468072891235,0.3308947384357452,0.6174935102462769,0.2865987718105316,0.1729093790054321,0.1658576726913452,0.0
74,0,0.3088582754135132,0.3339191675186157,0.6721062064170837,0.338187038898468,0.1729093790054321,0.1957123279571533,0.0
75,0,0.311502069234848,0.3371261060237884,0.68089759349823,0.3437714874744415,0.1729093790054321,0.1989441066980362,0.0
76,0,0.3141185343265533,0.3398790955543518,0.6882712244987488,0.348392128944397,0.1729093790054321,0.2016181200742721,0.0
77,0,0.3167401552200317,0.3419109880924225,0.6945015788078308,0.3525905907154083,0.1729093790054321,0.2040478140115738,0.0
78,0,0.319317489862442,0.3432497084140777,0.6997829079627991,0.3565331995487213,0.1729093790054321,0.2063294351100921,0.0
79,0,0.32169970870018,0.3443582355976105,0.7041932940483093,0.3598350584506988,0.1729093790054321,0.2082402557134628,0.0
80,0,0.3238354623317718,0.3453933000564575,0.707939088344574,0.3625457882881164,0.1729093790054321,0.2098089903593063,0.0
81,0,0.324486494064331,0.3503727912902832,0.746250331401825,0.3958775401115417,0.1729093790054321,0.2290984243154525,0.0
82,0,0.326090544462204,0.3523733913898468,0.7450792193412781,0.3927058279514313,0.1729093790054321,0.2272629141807556,0.0
83,0,0.3279247879981994,0.3539793789386749,0.7423240542411804,0.3883446753025055,0.1729093790054321,0.2247390747070312,0.0
84,0,0.3298476040363312,0.3554860055446625,0.7395502924919128,0.3840642869472503,0.1729093790054321,0.2222619652748108,0.0
85,0,0.3317890167236328,0.3571587204933166,0.7367240190505981,0.3795652985572815,0.1729093790054321,0.2196583598852157,0.0
86,0,0.3337314128875732,0.3588208556175232,0.5753037929534912,0.216482937335968,0.1729093790054321,0.1252809166908264,0.0
87,0,0.3348580002784729,0.3590859174728393,0.5675584077835083,0.2084724903106689,0.1729093790054321,0.1206451803445816,0.0
88,0,0.3364884853363037,0.3591002523899078,0.5583935976028442,0.1992933452129364,0.1729093790054321,0.115333117544651,0.0
89,0,0.337689459323883,0.3613869845867157,0.5505135655403137,0.189126580953598,0.1729093790054321,0.1094495058059692,0.0
90,0,0.3389112651348114,0.3640020489692688,0.5479652285575867,0.1839631795883178,0.1729093790054321,0.1064613908529281,0.0
91,0,0.3402110934257507,0.3664153516292572,0.5383902192115784,0.1719748675823211,0.1729093790054321,0.0995236337184906,0.0
92,0,0.3414635956287384,0.3685043752193451,0.5296001434326172,0.1610957682132721,0.1729093790054321,0.093227781355381,0.0
93,0,0.34262216091156,0.3702079057693481,0.5214970111846924,0.1512891054153442,0.1729093790054321,0.0875525698065757,0.0
94,0,0.343655377626419,0.3714668154716491,0.513832688331604,0.1423658728599548,0.1729093790054321,0.0823886021971702,0.0
95,0,0.3445343971252441,0.3722371459007263,0.5059228539466858,0.1336857080459594,0.1729093790054321,0.0773653015494346,0.0
96,0,0.3452290892601013,0.3724765479564667,0.4995147585868835,0.1270382106304168,0.1729093790054321,0.0735183209180831,0.0
97,0,0.3457016944885254,0.3722454905509949,0.4936887621879577,0.1214432716369628,0.1729093790054321,0.0702804774045944,0.0
98,0,0.345736563205719,0.3723800480365753,0.4887384474277496,0.1163583993911743,0.1729093790054321,0.0673378035426139,0.0
99,0,0.3456506133079529,0.371956318616867,0.4849246740341186,0.1129683554172515,0.1729093790054321,0.0653759539127349,0.0
100,0,0.345400333404541,0.3714253902435303,0.493533581495285,0.1221081912517547,0.1729093790054321,0.0706652700901031,0.0
101,0,0.3451752066612243,0.3709350228309631,0.4951081573963165,0.1241731345653534,0.1729093790054321,0.0718602761626243,0.0
102,0,0.3449830710887909,0.3704020977020263,0.4970081150531769,0.1266060173511505,0.1729093790054321,0.0732682049274444,0.0
103,0,0.3450122773647308,0.3699529767036438,0.5000340342521667,0.1300810575485229,0.1729093790054321,0.0752792507410049,0.0
104,0,0.3456642627716064,0.3695659041404724,0.5068493485450745,0.137283444404602,0.1729093790054321,0.0794473439455032,0.0
105,0,0.3466044664382934,0.369904100894928,0.5139073133468628,0.1440032124519348,0.1729093790054321,0.0833361446857452,0.0
106,0,0.3472846746444702,0.3724153339862823,0.4892289042472839,0.1168135702610015,0.1729093790054321,0.0676012188196182,0.0
107,0,0.3480395674705505,0.3742569386959076,0.4927561581134796,0.118499219417572,0.1729093790054321,0.0685767233371734,0.0
108,0,0.3488471210002899,0.3760603368282318,0.4982300996780395,0.1221697628498077,0.1729093790054321,0.0707008987665176,0.0
109,0,0.3497046530246734,0.3776060342788696,0.5052079558372498,0.1276019215583801,0.1729093790054321,0.0738445520401001,0.0
110,0,0.3505689799785614,0.3788594305515289,0.5132600665092468,0.1344006359577179,0.1729093790054321,0.0777790322899818,0.0
111,0,0.3514114022254944,0.3797651529312134,0.5219453573226929,0.1421802043914795,0.1729093790054321,0.0822811499238014,0.0
112,0,0.3522024154663086,0.3802811801433563,0.491938054561615,0.1116568744182586,0.1729093790054321,0.0646169856190681,0.0
113,0,0.3526509404182434,0.3800084888935089,0.5017368793487549,0.1217283904552459,0.1729093790054321,0.0704454779624939,0.0
114,0,0.3528263568878174,0.3800317049026489,0.5109012126922607,0.1308695077896118,0.1729093790054321,0.0757355317473411,0.0
115,0,0.3530843257904053,0.3798911273479461,0.5005808472633362,0.12068971991539,0.1729093790054321,0.0698443874716758,0.0
116,0,0.3535454273223877,0.3793799579143524,0.5060087442398071,0.1266287863254547,0.1729093790054321,0.0732813850045204,0.0
117,0,0.354231595993042,0.3802933990955353,0.5113573670387268,0.1310639679431915,0.1729093790054321,0.0758480727672576,0.0
118,0,0.354895681142807,0.3821956515312195,0.510256290435791,0.1280606389045715,0.1729093790054321,0.0741100162267685,0.0
119,0,0.3557259738445282,0.3837772905826568,0.5065836906433105,0.1228064000606536,0.1729093790054321,0.0710693299770355,0.0
120,0,0.3565467000007629,0.3851433992385864,0.5011677145957947,0.1160243153572082,0.1729093790054321,0.0671444684267044,0.0
121,0,0.3573068976402282,0.3861308097839355,0.5241748094558716,0.138043999671936,0.1729093790054321,0.0798874869942665,0.0
122,0,0.3581430613994598,0.3869452774524688,0.5156247019767761,0.1286794245243072,0.1729093790054321,0.0744681134819984,0.0
123,0,0.358820378780365,0.3871815204620361,0.5056722164154053,0.1184906959533691,0.1729093790054321,0.0685717910528183,0.0
124,0,0.3592733740806579,0.3868497014045715,0.4947586059570312,0.1079089045524597,0.1729093790054321,0.0624479949474334,0.0
125,0,0.3592532873153686,0.3868367075920105,0.5247902870178223,0.1379535794258117,0.1729093790054321,0.0798351615667343,0.0
126,0,0.3593067526817322,0.386674165725708,0.5132695436477661,0.1265953779220581,0.1729093790054321,0.0732620507478714,0.0
127,0,0.3590847849845886,0.3862145245075226,0.5029416680335999,0.1167271435260772,0.1729093790054321,0.067551203072071,0.0
128,0,0.358571320772171,0.3855146467685699,0.4940039217472076,0.1084892749786377,0.1729093790054321,0.0627838596701622,0.0
129,0,0.3580930233001709,0.3848645389080047,0.4936471879482269,0.1087826490402221,0.1729093790054321,0.0629536435008049,0.0
130,0,0.3577318787574768,0.3841285705566406,0.4967654943466186,0.112636923789978,0.1729093790054321,0.0651841536164283,0.0
131,0,0.3574740588665008,0.3834257423877716,0.499545007944107,0.1161192655563354,0.1729093790054321,0.0671994164586067,0.0
132,0,0.3573033809661865,0.3827629387378692,0.5017457604408264,0.1189828217029571,0.1729093790054321,0.0688565894961357,0.0
133,0,0.3572188913822174,0.3822140395641327,0.503604531288147,0.1213904917240142,0.1729093790054321,0.070249930024147,0.0
134,0,0.3575780391693115,0.3820643126964569,0.6628438234329224,0.2807795107364654,0.1729093790054321,0.1624899953603744,0.0
135,0,0.3594736754894256,0.3833406269550323,0.6727179288864136,0.2893773019313812,0.1729093790054321,0.1674656271934509,0.0
136,0,0.3612023890018463,0.3866573870182037,0.6823203563690186,0.2956629693508148,0.1729093790054321,0.1711032092571258,0.0
137,0,0.3631176352500915,0.3901265263557434,0.6913992166519165,0.3012726902961731,0.1729093790054321,0.1743496209383011,0.0
138,0,0.365165650844574,0.3934538960456848,0.6888368129730225,0.2953829169273376,0.1729093790054321,0.1709411442279815,0.0
139,0,0.3672002553939819,0.3964549601078033,0.6991250514984131,0.3026700913906097,0.1729093790054321,0.1751583069562912,0.0
140,0,0.3692517578601837,0.3991864919662475,0.708618700504303,0.3094322085380554,0.1729093790054321,0.1790716052055359,0.0
141,0,0.3712799251079559,0.4015487730503082,0.7175357341766357,0.3159869611263275,0.1729093790054321,0.1828649193048477,0.0
142,0,0.3732406497001648,0.4034878313541412,0.718364417552948,0.3148765861988067,0.1729093790054321,0.1822223365306854,0.0
143,0,0.3750461339950561,0.4048843085765838,0.7258123755455017,0.3209280669689178,0.1729093790054321,0.1857243776321411,0.0
144,0,0.3766103982925415,0.4064990580081939,0.731255292892456,0.3247562348842621,0.1729093790054321,0.187939777970314,0.0
145,0,0.3783698081970215,0.4077049791812897,0.7333455681800842,0.3256405889987945,0.1729093790054321,0.1884515732526779,0.0
146,0,0.3803216814994812,0.4093468189239502,0.7313004732131958,0.3219536542892456,0.1729093790054321,0.1863179057836532,0.0
147,0,0.3822066187858581,0.4123532176017761,0.7083062529563904,0.2959530353546142,0.1729093790054321,0.1712710708379745,0.0
148,0,0.3840607404708862,0.4149195551872253,0.7020540833473206,0.2871345281600952,0.1729093790054321,0.1661677211523056,0.0
149,0,0.3858891427516937,0.4172010421752929,0.6950405240058899,0.2778394818305969,0.1729093790054321,0.1607885807752609,0.0
150,0,0.3876191973686218,0.4190656840801239,0.6881652474403381,0.2690995633602142,0.1729093790054321,0.1557306945323944,0.0
151,0,0.3891961276531219,0.4204270839691162,0.6640739440917969,0.2436468601226806,0.1729093790054321,0.1410009562969207,0.0
152,0,0.3904678225517273,0.4210715591907501,0.6578830480575562,0.236811488866806,0.1729093790054321,0.1370452493429184,0.0
153,0,0.3912450969219208,0.4221554696559906,0.6524282693862915,0.2302727997303009,0.1729093790054321,0.1332612484693527,0.0
154,0,0.3918892741203308,0.4228172600269317,0.6486775279045105,0.2258602678775787,0.1729093790054321,0.1307076662778854,0.0
155,0,0.3924809396266937,0.4233033657073974,0.6397877335548401,0.2164843678474426,0.1729093790054321,0.125281736254692,0.0
156,0,0.3931921124458313,0.423570454120636,0.6422897577285767,0.2187193036079406,0.1729093790054321,0.1265751123428344,0.0
157,0,0.394491583108902,0.4234762489795685,0.6489312052726746,0.225454956293106,0.1729093790054321,0.130473107099533,0.0
158,0,0.3957841396331787,0.4252404272556305,0.6580958962440491,0.2328554689884185,0.1729093790054321,0.134755864739418,0.0
159,0,0.3970544636249542,0.4278842806816101,0.6723690629005432,0.2444847822189331,0.1729093790054321,0.1414858698844909,0.0
160,0,0.3985533714294433,0.4302580952644348,0.6824735403060913,0.2522154450416565,0.1729093790054321,0.1459596753120422,0.0
161,0,0.4001059532165527,0.4324244260787964,0.691735565662384,0.2593111395835876,0.1729093790054321,0.1500660330057144,0.0
162,0,0.401660680770874,0.4342349469661712,0.7005367875099182,0.2663018405437469,0.1729093790054321,0.154111623764038,0.0
163,0,0.4031577706336975,0.4356213510036468,0.7090092301368713,0.2733878791332245,0.1729093790054321,0.1582123935222625,0.0
164,0,0.404546856880188,0.4365132451057434,0.724646270275116,0.2881330251693725,0.1729093790054321,0.1667455583810806,0.0
165,0,0.405654102563858,0.4379816055297851,0.7294613718986511,0.2914797663688659,0.1729093790054321,0.1686823517084121,0.0
166,0,0.4069890081882477,0.4388878345489502,0.7311012744903564,0.2922134399414062,0.1729093790054321,0.1691069304943084,0.0
167,0,0.4087240099906921,0.4395576119422912,0.7285842299461365,0.2890266180038452,0.1729093790054321,0.1672626882791519,0.0
168,0,0.4102240800857544,0.4423808157444,0.7192508578300476,0.2768700420856476,0.1729093790054321,0.1602275520563125,0.0
169,0,0.4118307828903198,0.4447728395462036,0.7121397852897644,0.2673669457435608,0.1729093790054321,0.1547280102968216,0.0
170,0,0.4134223163127899,0.4468571543693542,0.7043003439903259,0.2574431896209717,0.1729093790054321,0.1489850282669067,0.0
171,0,0.4149164855480194,0.4485068619251251,0.6932023167610168,0.2446954548358917,0.1729093790054321,0.141607791185379,0.0
172,0,0.4162353873252868,0.4495981633663177,0.6861132383346558,0.236515074968338,0.1729093790054321,0.1368737071752548,0.0
173,0,0.4173226356506347,0.4501875638961792,0.6794261932373047,0.2292386293411255,0.1729093790054321,0.132662758231163,0.0
174,0,0.4180508852005005,0.4511347115039825,0.6750043034553528,0.2238695919513702,0.1729093790054321,0.1295556426048278,0.0
175,0,0.4190095365047455,0.4514531791210174,0.6781789064407349,0.2267257273197174,0.1729093790054321,0.131208524107933,0.0
176,0,0.4202787280082702,0.452042669057846,0.6842330694198608,0.2321904003620147,0.1729093790054321,0.1343709826469421,0.0
177,0,0.4214260876178741,0.4544625878334045,0.6939714550971985,0.2395088672637939,0.1729093790054321,0.1386062502861023,0.0
178,0,0.4227768182754516,0.4565942585468292,0.7019069194793701,0.2453126609325409,0.1729093790054321,0.1419649720191955,0.0
179,0,0.4241930842399597,0.4584809243679046,0.7209271788597107,0.262446254491806,0.1729093790054321,0.1518803536891937,0.0
180,0,0.4256593883037567,0.4600940942764282,0.7291852831840515,0.2690911889076233,0.1729093790054321,0.1557258516550064,0.0
181,0,0.4270575046539306,0.461233526468277,0.7371438145637512,0.2759102880954742,0.1729093790054321,0.159672126173973,0.0
182,0,0.4282264411449432,0.4622582495212555,0.7444409132003784,0.2821826636791229,0.1729093790054321,0.1633020192384719,0.0
183,0,0.4293923079967499,0.4632668197154999,0.7531548738479614,0.2898880541324615,0.1729093790054321,0.1677612066268921,0.0
184,0,0.4310012459754944,0.4638600349426269,0.7502228021621704,0.2863627672195434,0.1729093790054321,0.1657210886478424,0.0
185,0,0.4324270188808441,0.4663728773593902,0.7421548366546631,0.2757819592952728,0.1729093790054321,0.1595978587865829,0.0
186,0,0.4339414238929748,0.4686748683452606,0.7348575592041016,0.2661826908588409,0.1729093790054321,0.1540426760911941,0.0
187,0,0.4354434907436371,0.4706434309482574,0.7261340022087097,0.2554905712604522,0.1729093790054321,0.1478550285100937,0.0
188,0,0.4368433356285095,0.4721490740776062,0.7183204293251038,0.2461713552474975,0.1729093790054321,0.142461895942688,0.0
189,0,0.438079297542572,0.4730989038944244,0.710586667060852,0.2374877631664276,0.1729093790054321,0.1374366134405136,0.0
190,0,0.4390631318092346,0.4737567603588104,0.7038416266441345,0.2300848662853241,0.1729093790054321,0.1331524848937988,0.0
191,0,0.4400334358215332,0.474272221326828,0.7054738998413086,0.2312016785144806,0.1729093790054321,0.1337987929582595,0.0
192,0,0.4411917328834533,0.4752460122108459,0.7099049687385559,0.2346589565277099,0.1729093790054321,0.1357995569705963,0.0
193,0,0.4423618614673614,0.4774267375469208,0.7194467782974243,0.2420200407505035,0.1729093790054321,0.1400595009326934,0.0
194,0,0.443671703338623,0.4793805480003357,0.7358620166778564,0.2564814686775207,0.1729093790054321,0.1484284698963165,0.0
195,0,0.4450708627700805,0.4810769259929657,0.7446349859237671,0.2635580599308014,0.1729093790054321,0.1525237709283828,0.0
196,0,0.4464346766471863,0.482353925704956,0.7527809143066406,0.2704269886016845,0.1729093790054321,0.1564988940954208,0.0
197,0,0.4476880431175232,0.4831178188323974,0.761089563369751,0.2779717445373535,0.1729093790054321,0.1608651131391525,0.0
198,0,0.4488047957420349,0.4841743111610412,0.7701276540756226,0.2859533429145813,0.1729093790054321,0.165484145283699,0.0
199,0,0.4502691030502319,0.4850244224071502,0.7678435444831848,0.2828191220760345,0.1729093790054321,0.1636703461408615,0.0
200,0,0.4516590535640716,0.48729208111763,0.7602609395980835,0.2729688584804535,0.1729093790054321,0.1579698920249939,0.0
201,0,0.4531018137931824,0.4894697070121765,0.7521090507507324,0.2626393437385559,0.1729093790054321,0.1519920974969864,0.0
202,0,0.4545184373855591,0.4912636578083038,0.7438663840293884,0.2526027262210846,0.1729093790054321,0.1461838036775589,0.0
203,0,0.4558216035366058,0.4925651848316192,0.7358440160751343,0.243278831243515,0.1729093790054321,0.1407879739999771,0.0
204,0,0.4569421708583832,0.4932710528373718,0.7277905941009521,0.2345195412635803,0.1729093790054321,0.1357188820838928,0.0
205,0,0.4579262137413025,0.4938191175460815,0.72641521692276,0.2325960993766784,0.1729093790054321,0.1346057653427124,0.0
206,0,0.4590103328227997,0.4947384297847748,0.7292495965957642,0.2345111668109893,0.1729093790054321,0.1357140392065048,0.0
207,0,0.460155576467514,0.4966395795345306,0.7377232909202576,0.2410837113857269,0.1729093790054321,0.1395176351070404,0.0
208,0,0.4614019095897674,0.4985325336456299,0.7458224892616272,0.2472899556159973,0.1729093790054321,0.1431092470884323,0.0
209,0,0.4626972675323486,0.500085711479187,0.7555162906646729,0.2554305791854858,0.1729093790054321,0.147820308804512,0.0
210,0,0.4639550149440765,0.5012238025665283,0.7662144899368286,0.2649906873703003,0.1729093790054321,0.1533528417348861,0.0
211,0,0.4651345908641815,0.5019082427024841,0.7773009538650513,0.2753927111625671,0.1729093790054321,0.1593725979328155,0.0
212,0,0.4663248658180237,0.5027236938476562,0.7811694741249084,0.2784457802772522,0.1729093790054321,0.1611394435167312,0.0
213,0,0.467647522687912,0.5042034387588501,0.7788324356079102,0.27462899684906,0.1729093790054321,0.158930629491806,0.0
214,0,0.4690066576004028,0.5064438581466675,0.7692689299583435,0.262825071811676,0.1729093790054321,0.1520995795726776,0.0
215,0,0.4703675806522369,0.508320689201355,0.7618072628974915,0.2534865736961365,0.1729093790054321,0.1466953009366989,0.0
216,0,0.4716572165489197,0.5097317099571228,0.7521583437919617,0.2424266338348388,0.1729093790054321,0.1402947902679443,0.0
217,0,0.4727791249752044,0.5105611681938171,0.7442697286605835,0.2337085604667663,0.1729093790054321,0.1352495551109314,0.0
218,0,0.473791092634201,0.5110759735107422,0.7396255731582642,0.2285495996475219,0.1729093790054321,0.1322640180587768,0.0
219,0,0.4748176336288452,0.512042224407196,0.7355942130088806,0.2235519886016845,0.1729093790054321,0.1293718367815017,0.0
220,0,0.4758949279785156,0.5137338042259216,0.7405304312705994,0.2267966270446777,0.1729093790054321,0.1312495470046997,0.0
221,0,0.4770281016826629,0.5154423713684082,0.7480629682540894,0.2326205968856811,0.1729093790054321,0.1346199363470077,0.0
222,0,0.4781927764415741,0.5167762637138367,0.7519837021827698,0.2352074384689331,0.1729093790054321,0.1361169666051864,0.0
223,0,0.4792738854885101,0.5176217555999756,0.7635601758956909,0.2459384202957153,0.1729093790054321,0.1423271000385284,0.0
